id;latitude;longitude;track_id;time
204;-10.90316197;-37.04829366;3;17.09.2014 05:09
205;-10.90350528;-37.04826179;3;17.09.2014 05:09
206;-10.9044166;-37.048209;3;17.09.2014 05:09
207;-10.90566667;-37.04826027;3;17.09.2014 05:09
208;-10.90665436;-37.04823489;3;17.09.2014 05:10
209;-10.90688271;-37.04826517;3;17.09.2014 05:10
210;-10.90698404;-37.04826304;3;17.09.2014 05:10
211;-10.90744522;-37.04817327;3;17.09.2014 05:10
212;-10.90775002;-37.04812751;3;17.09.2014 05:10
213;-10.90814574;-37.04811577;3;17.09.2014 05:10
214;-10.90856335;-37.04811518;3;17.09.2014 05:11
215;-10.90880862;-37.04837897;3;17.09.2014 05:11
216;-10.90884032;-37.04909024;3;17.09.2014 05:11
217;-10.90888622;-37.04957044;3;17.09.2014 05:11
218;-10.90888783;-37.04970444;3;17.09.2014 05:11
219;-10.90889749;-37.04971122;3;17.09.2014 05:12
220;-10.90889728;-37.04971129;3;17.09.2014 05:12
221;-10.90889585;-37.04971152;3;17.09.2014 05:12
222;-10.90889388;-37.04971141;3;17.09.2014 05:12
223;-10.90889255;-37.04971138;3;17.09.2014 05:12
224;-10.90889197;-37.04971162;3;17.09.2014 05:12
225;-10.90888499;-37.04983142;3;17.09.2014 05:13
226;-10.90887499;-37.05050216;3;17.09.2014 05:13
